,input,target,contact_vertex,train_sample
35,./data/cube/side_center_bottom_Rotated/cube_crusher1_x_angle270.ply,./data/cube/side_center_bottom_Rotated/cube_crusher4_x_angle270.ply,14869,True
36,./data/cube/side_center_bottom_Rotated/cube_crusher1_z_angle0.ply,./data/cube/side_center_bottom_Rotated/cube_crusher5_z_angle0.ply,14869,True
37,./data/cube/side_center_bottom_Rotated/cube_crusher1_y_angle0.ply,./data/cube/side_center_bottom_Rotated/cube_crusher5_y_angle0.ply,14869,True
38,./data/cube/side_center_bottom_Rotated/cube_crusher1_x_angle0.ply,./data/cube/side_center_bottom_Rotated/cube_crusher5_x_angle0.ply,14869,True
39,./data/cube/side_center_bottom_Rotated/cube_crusher1_z_angle90.ply,./data/cube/side_center_bottom_Rotated/cube_crusher5_z_angle90.ply,14869,True
40,./data/cube/side_center_bottom_Rotated/cube_crusher1_y_angle90.ply,./data/cube/side_center_bottom_Rotated/cube_crusher5_y_angle90.ply,14869,True
41,./data/cube/side_center_bottom_Rotated/cube_crusher1_x_angle90.ply,./data/cube/side_center_bottom_Rotated/cube_crusher5_x_angle90.ply,14869,True
42,./data/cube/side_center_bottom_Rotated/cube_crusher1_z_angle180.ply,./data/cube/side_center_bottom_Rotated/cube_crusher5_z_angle180.ply,14869,True
43,./data/cube/side_center_bottom_Rotated/cube_crusher1_y_angle180.ply,./data/cube/side_center_bottom_Rotated/cube_crusher5_y_angle180.ply,14869,True
44,./data/cube/side_center_bottom_Rotated/cube_crusher1_x_angle180.ply,./data/cube/side_center_bottom_Rotated/cube_crusher5_x_angle180.ply,14869,True
45,./data/cube/side_center_bottom_Rotated/cube_crusher1_z_angle270.ply,./data/cube/side_center_bottom_Rotated/cube_crusher5_z_angle270.ply,14869,True
46,./data/cube/side_center_bottom_Rotated/cube_crusher1_y_angle270.ply,./data/cube/side_center_bottom_Rotated/cube_crusher5_y_angle270.ply,14869,True
47,./data/cube/side_center_bottom_Rotated/cube_crusher1_x_angle270.ply,./data/cube/side_center_bottom_Rotated/cube_crusher5_x_angle270.ply,14869,True
48,./data/cube/side_center_bottom_Rotated/cube_crusher1_z_angle0.ply,./data/cube/side_center_bottom_Rotated/cube_crusher6_z_angle0.ply,14869,True
49,./data/cube/side_center_bottom_Rotated/cube_crusher1_y_angle0.ply,./data/cube/side_center_bottom_Rotated/cube_crusher6_y_angle0.ply,14869,True
50,./data/cube/side_center_bottom_Rotated/cube_crusher1_x_angle0.ply,./data/cube/side_center_bottom_Rotated/cube_crusher6_x_angle0.ply,14869,True
51,./data/cube/side_center_bottom_Rotated/cube_crusher1_z_angle90.ply,./data/cube/side_center_bottom_Rotated/cube_crusher6_z_angle90.ply,14869,True
52,./data/cube/side_center_bottom_Rotated/cube_crusher1_y_angle90.ply,./data/cube/side_center_bottom_Rotated/cube_crusher6_y_angle90.ply,14869,True
53,./data/cube/side_center_bottom_Rotated/cube_crusher1_x_angle90.ply,./data/cube/side_center_bottom_Rotated/cube_crusher6_x_angle90.ply,14869,True
54,./data/cube/side_center_bottom_Rotated/cube_crusher1_z_angle180.ply,./data/cube/side_center_bottom_Rotated/cube_crusher6_z_angle180.ply,14869,True
55,./data/cube/side_center_bottom_Rotated/cube_crusher1_y_angle180.ply,./data/cube/side_center_bottom_Rotated/cube_crusher6_y_angle180.ply,14869,True
56,./data/cube/side_center_bottom_Rotated/cube_crusher1_x_angle180.ply,./data/cube/side_center_bottom_Rotated/cube_crusher6_x_angle180.ply,14869,True
57,./data/cube/side_center_bottom_Rotated/cube_crusher1_z_angle270.ply,./data/cube/side_center_bottom_Rotated/cube_crusher6_z_angle270.ply,14869,True
58,./data/cube/side_center_bottom_Rotated/cube_crusher1_y_angle270.ply,./data/cube/side_center_bottom_Rotated/cube_crusher6_y_angle270.ply,14869,True
59,./data/cube/side_center_bottom_Rotated/cube_crusher1_x_angle270.ply,./data/cube/side_center_bottom_Rotated/cube_crusher6_x_angle270.ply,14869,True
60,./data/cube/side_center_bottom_Rotated/cube_crusher1_z_angle0.ply,./data/cube/side_center_bottom_Rotated/cube_crusher7_z_angle0.ply,14869,True
61,./data/cube/side_center_bottom_Rotated/cube_crusher1_y_angle0.ply,./data/cube/side_center_bottom_Rotated/cube_crusher7_y_angle0.ply,14869,True
62,./data/cube/side_center_bottom_Rotated/cube_crusher1_x_angle0.ply,./data/cube/side_center_bottom_Rotated/cube_crusher7_x_angle0.ply,14869,True
63,./data/cube/side_center_bottom_Rotated/cube_crusher1_z_angle90.ply,./data/cube/side_center_bottom_Rotated/cube_crusher7_z_angle90.ply,14869,True
64,./data/cube/side_center_bottom_Rotated/cube_crusher1_y_angle90.ply,./data/cube/side_center_bottom_Rotated/cube_crusher7_y_angle90.ply,14869,True
65,./data/cube/side_center_bottom_Rotated/cube_crusher1_x_angle90.ply,./data/cube/side_center_bottom_Rotated/cube_crusher7_x_angle90.ply,14869,True
66,./data/cube/side_center_bottom_Rotated/cube_crusher1_z_angle180.ply,./data/cube/side_center_bottom_Rotated/cube_crusher7_z_angle180.ply,14869,True
67,./data/cube/side_center_bottom_Rotated/cube_crusher1_y_angle180.ply,./data/cube/side_center_bottom_Rotated/cube_crusher7_y_angle180.ply,14869,True
68,./data/cube/side_center_bottom_Rotated/cube_crusher1_x_angle180.ply,./data/cube/side_center_bottom_Rotated/cube_crusher7_x_angle180.ply,14869,True
69,./data/cube/side_center_bottom_Rotated/cube_crusher1_z_angle270.ply,./data/cube/side_center_bottom_Rotated/cube_crusher7_z_angle270.ply,14869,True
70,./data/cube/side_center_bottom_Rotated/cube_crusher1_y_angle270.ply,./data/cube/side_center_bottom_Rotated/cube_crusher7_y_angle270.ply,14869,True
71,./data/cube/side_center_bottom_Rotated/cube_crusher1_x_angle270.ply,./data/cube/side_center_bottom_Rotated/cube_crusher7_x_angle270.ply,14869,True
72,./data/cube/side_center_bottom_Rotated/cube_crusher1_z_angle0.ply,./data/cube/side_center_bottom_Rotated/cube_crusher8_z_angle0.ply,14869,True
73,./data/cube/side_center_bottom_Rotated/cube_crusher1_y_angle0.ply,./data/cube/side_center_bottom_Rotated/cube_crusher8_y_angle0.ply,14869,True
74,./data/cube/side_center_bottom_Rotated/cube_crusher1_x_angle0.ply,./data/cube/side_center_bottom_Rotated/cube_crusher8_x_angle0.ply,14869,True
75,./data/cube/side_center_bottom_Rotated/cube_crusher1_z_angle90.ply,./data/cube/side_center_bottom_Rotated/cube_crusher8_z_angle90.ply,14869,True
76,./data/cube/side_center_bottom_Rotated/cube_crusher1_y_angle90.ply,./data/cube/side_center_bottom_Rotated/cube_crusher8_y_angle90.ply,14869,True
77,./data/cube/side_center_bottom_Rotated/cube_crusher1_x_angle90.ply,./data/cube/side_center_bottom_Rotated/cube_crusher8_x_angle90.ply,14869,True
78,./data/cube/side_center_bottom_Rotated/cube_crusher1_z_angle180.ply,./data/cube/side_center_bottom_Rotated/cube_crusher8_z_angle180.ply,14869,True
79,./data/cube/side_center_bottom_Rotated/cube_crusher1_y_angle180.ply,./data/cube/side_center_bottom_Rotated/cube_crusher8_y_angle180.ply,14869,True
80,./data/cube/side_center_bottom_Rotated/cube_crusher1_x_angle180.ply,./data/cube/side_center_bottom_Rotated/cube_crusher8_x_angle180.ply,14869,True
81,./data/cube/side_center_bottom_Rotated/cube_crusher1_z_angle270.ply,./data/cube/side_center_bottom_Rotated/cube_crusher8_z_angle270.ply,14869,True
82,./data/cube/side_center_bottom_Rotated/cube_crusher1_y_angle270.ply,./data/cube/side_center_bottom_Rotated/cube_crusher8_y_angle270.ply,14869,True
83,./data/cube/side_center_bottom_Rotated/cube_crusher1_x_angle270.ply,./data/cube/side_center_bottom_Rotated/cube_crusher8_x_angle270.ply,14869,True
84,./data/cube/side_center_bottom_Rotated/cube_crusher1_z_angle0.ply,./data/cube/side_center_bottom_Rotated/cube_crusher9_z_angle0.ply,14869,True
85,./data/cube/side_center_bottom_Rotated/cube_crusher1_y_angle0.ply,./data/cube/side_center_bottom_Rotated/cube_crusher9_y_angle0.ply,14869,True
86,./data/cube/side_center_bottom_Rotated/cube_crusher1_x_angle0.ply,./data/cube/side_center_bottom_Rotated/cube_crusher9_x_angle0.ply,14869,True
87,./data/cube/side_center_bottom_Rotated/cube_crusher1_z_angle90.ply,./data/cube/side_center_bottom_Rotated/cube_crusher9_z_angle90.ply,14869,True
88,./data/cube/side_center_bottom_Rotated/cube_crusher1_y_angle90.ply,./data/cube/side_center_bottom_Rotated/cube_crusher9_y_angle90.ply,14869,True
89,./data/cube/side_center_bottom_Rotated/cube_crusher1_x_angle90.ply,./data/cube/side_center_bottom_Rotated/cube_crusher9_x_angle90.ply,14869,True
90,./data/cube/side_center_bottom_Rotated/cube_crusher1_z_angle180.ply,./data/cube/side_center_bottom_Rotated/cube_crusher9_z_angle180.ply,14869,True
91,./data/cube/side_center_bottom_Rotated/cube_crusher1_y_angle180.ply,./data/cube/side_center_bottom_Rotated/cube_crusher9_y_angle180.ply,14869,True
92,./data/cube/side_center_bottom_Rotated/cube_crusher1_x_angle180.ply,./data/cube/side_center_bottom_Rotated/cube_crusher9_x_angle180.ply,14869,True
93,./data/cube/side_center_bottom_Rotated/cube_crusher1_z_angle270.ply,./data/cube/side_center_bottom_Rotated/cube_crusher9_z_angle270.ply,14869,True
94,./data/cube/side_center_bottom_Rotated/cube_crusher1_y_angle270.ply,./data/cube/side_center_bottom_Rotated/cube_crusher9_y_angle270.ply,14869,True
95,./data/cube/side_center_bottom_Rotated/cube_crusher1_x_angle270.ply,./data/cube/side_center_bottom_Rotated/cube_crusher9_x_angle270.ply,14869,True
96,./data/cube/side_center_bottom_Rotated/cube_crusher1_z_angle0.ply,./data/cube/side_center_bottom_Rotated/cube_crusher10_z_angle0.ply,14869,True
97,./data/cube/side_center_bottom_Rotated/cube_crusher1_y_angle0.ply,./data/cube/side_center_bottom_Rotated/cube_crusher10_y_angle0.ply,14869,True
98,./data/cube/side_center_bottom_Rotated/cube_crusher1_x_angle0.ply,./data/cube/side_center_bottom_Rotated/cube_crusher10_x_angle0.ply,14869,True
99,./data/cube/side_center_bottom_Rotated/cube_crusher1_z_angle90.ply,./data/cube/side_center_bottom_Rotated/cube_crusher10_z_angle90.ply,14869,True
100,./data/cube/side_center_bottom_Rotated/cube_crusher1_y_angle90.ply,./data/cube/side_center_bottom_Rotated/cube_crusher10_y_angle90.ply,14869,True
101,./data/cube/side_center_bottom_Rotated/cube_crusher1_x_angle90.ply,./data/cube/side_center_bottom_Rotated/cube_crusher10_x_angle90.ply,14869,True
102,./data/cube/side_center_bottom_Rotated/cube_crusher1_z_angle180.ply,./data/cube/side_center_bottom_Rotated/cube_crusher10_z_angle180.ply,14869,True
103,./data/cube/side_center_bottom_Rotated/cube_crusher1_y_angle180.ply,./data/cube/side_center_bottom_Rotated/cube_crusher10_y_angle180.ply,14869,True
104,./data/cube/side_center_bottom_Rotated/cube_crusher1_x_angle180.ply,./data/cube/side_center_bottom_Rotated/cube_crusher10_x_angle180.ply,14869,True
105,./data/cube/side_center_bottom_Rotated/cube_crusher1_z_angle270.ply,./data/cube/side_center_bottom_Rotated/cube_crusher10_z_angle270.ply,14869,True
106,./data/cube/side_center_bottom_Rotated/cube_crusher1_y_angle270.ply,./data/cube/side_center_bottom_Rotated/cube_crusher10_y_angle270.ply,14869,True
107,./data/cube/side_center_bottom_Rotated/cube_crusher1_x_angle270.ply,./data/cube/side_center_bottom_Rotated/cube_crusher10_x_angle270.ply,14869,True
108,./data/cube/side_center_bottom_Rotated/cube_crusher1_z_angle0.ply,./data/cube/side_center_bottom_Rotated/cube_crusher11_z_angle0.ply,14869,True
109,./data/cube/side_center_bottom_Rotated/cube_crusher1_y_angle0.ply,./data/cube/side_center_bottom_Rotated/cube_crusher11_y_angle0.ply,14869,True
110,./data/cube/side_center_bottom_Rotated/cube_crusher1_x_angle0.ply,./data/cube/side_center_bottom_Rotated/cube_crusher11_x_angle0.ply,14869,True
111,./data/cube/side_center_bottom_Rotated/cube_crusher1_z_angle90.ply,./data/cube/side_center_bottom_Rotated/cube_crusher11_z_angle90.ply,14869,True
112,./data/cube/side_center_bottom_Rotated/cube_crusher1_y_angle90.ply,./data/cube/side_center_bottom_Rotated/cube_crusher11_y_angle90.ply,14869,True
113,./data/cube/side_center_bottom_Rotated/cube_crusher1_x_angle90.ply,./data/cube/side_center_bottom_Rotated/cube_crusher11_x_angle90.ply,14869,True
114,./data/cube/side_center_bottom_Rotated/cube_crusher1_z_angle180.ply,./data/cube/side_center_bottom_Rotated/cube_crusher11_z_angle180.ply,14869,True
115,./data/cube/side_center_bottom_Rotated/cube_crusher1_y_angle180.ply,./data/cube/side_center_bottom_Rotated/cube_crusher11_y_angle180.ply,14869,True
116,./data/cube/side_center_bottom_Rotated/cube_crusher1_x_angle180.ply,./data/cube/side_center_bottom_Rotated/cube_crusher11_x_angle180.ply,14869,True
117,./data/cube/side_center_bottom_Rotated/cube_crusher1_z_angle270.ply,./data/cube/side_center_bottom_Rotated/cube_crusher11_z_angle270.ply,14869,True
118,./data/cube/side_center_bottom_Rotated/cube_crusher1_y_angle270.ply,./data/cube/side_center_bottom_Rotated/cube_crusher11_y_angle270.ply,14869,True
119,./data/cube/side_center_bottom_Rotated/cube_crusher1_x_angle270.ply,./data/cube/side_center_bottom_Rotated/cube_crusher11_x_angle270.ply,14869,True
120,./data/cube/side_center_bottom_Rotated/cube_crusher1_z_angle0.ply,./data/cube/side_center_bottom_Rotated/cube_crusher12_z_angle0.ply,14869,True
121,./data/cube/side_center_bottom_Rotated/cube_crusher1_y_angle0.ply,./data/cube/side_center_bottom_Rotated/cube_crusher12_y_angle0.ply,14869,True
122,./data/cube/side_center_bottom_Rotated/cube_crusher1_x_angle0.ply,./data/cube/side_center_bottom_Rotated/cube_crusher12_x_angle0.ply,14869,True
123,./data/cube/side_center_bottom_Rotated/cube_crusher1_z_angle90.ply,./data/cube/side_center_bottom_Rotated/cube_crusher12_z_angle90.ply,14869,True
124,./data/cube/side_center_bottom_Rotated/cube_crusher1_y_angle90.ply,./data/cube/side_center_bottom_Rotated/cube_crusher12_y_angle90.ply,14869,True
125,./data/cube/side_center_bottom_Rotated/cube_crusher1_x_angle90.ply,./data/cube/side_center_bottom_Rotated/cube_crusher12_x_angle90.ply,14869,True
126,./data/cube/side_center_bottom_Rotated/cube_crusher1_z_angle180.ply,./data/cube/side_center_bottom_Rotated/cube_crusher12_z_angle180.ply,14869,True
127,./data/cube/side_center_bottom_Rotated/cube_crusher1_y_angle180.ply,./data/cube/side_center_bottom_Rotated/cube_crusher12_y_angle180.ply,14869,True
128,./data/cube/side_center_bottom_Rotated/cube_crusher1_x_angle180.ply,./data/cube/side_center_bottom_Rotated/cube_crusher12_x_angle180.ply,14869,True
129,./data/cube/side_center_bottom_Rotated/cube_crusher1_z_angle270.ply,./data/cube/side_center_bottom_Rotated/cube_crusher12_z_angle270.ply,14869,True
130,./data/cube/side_center_bottom_Rotated/cube_crusher1_y_angle270.ply,./data/cube/side_center_bottom_Rotated/cube_crusher12_y_angle270.ply,14869,True
131,./data/cube/side_center_bottom_Rotated/cube_crusher1_x_angle270.ply,./data/cube/side_center_bottom_Rotated/cube_crusher12_x_angle270.ply,14869,True
132,./data/cube/side_center_bottom_Rotated/cube_crusher1_z_angle0.ply,./data/cube/side_center_bottom_Rotated/cube_crusher13_z_angle0.ply,14869,True
133,./data/cube/side_center_bottom_Rotated/cube_crusher1_y_angle0.ply,./data/cube/side_center_bottom_Rotated/cube_crusher13_y_angle0.ply,14869,True
134,./data/cube/side_center_bottom_Rotated/cube_crusher1_x_angle0.ply,./data/cube/side_center_bottom_Rotated/cube_crusher13_x_angle0.ply,14869,True
135,./data/cube/side_center_bottom_Rotated/cube_crusher1_z_angle90.ply,./data/cube/side_center_bottom_Rotated/cube_crusher13_z_angle90.ply,14869,True
136,./data/cube/side_center_bottom_Rotated/cube_crusher1_y_angle90.ply,./data/cube/side_center_bottom_Rotated/cube_crusher13_y_angle90.ply,14869,True
137,./data/cube/side_center_bottom_Rotated/cube_crusher1_x_angle90.ply,./data/cube/side_center_bottom_Rotated/cube_crusher13_x_angle90.ply,14869,True
138,./data/cube/side_center_bottom_Rotated/cube_crusher1_z_angle180.ply,./data/cube/side_center_bottom_Rotated/cube_crusher13_z_angle180.ply,14869,True
139,./data/cube/side_center_bottom_Rotated/cube_crusher1_y_angle180.ply,./data/cube/side_center_bottom_Rotated/cube_crusher13_y_angle180.ply,14869,True
140,./data/cube/side_center_bottom_Rotated/cube_crusher1_x_angle180.ply,./data/cube/side_center_bottom_Rotated/cube_crusher13_x_angle180.ply,14869,True
141,./data/cube/side_center_bottom_Rotated/cube_crusher1_z_angle270.ply,./data/cube/side_center_bottom_Rotated/cube_crusher13_z_angle270.ply,14869,True
142,./data/cube/side_center_bottom_Rotated/cube_crusher1_y_angle270.ply,./data/cube/side_center_bottom_Rotated/cube_crusher13_y_angle270.ply,14869,True
143,./data/cube/side_center_bottom_Rotated/cube_crusher1_x_angle270.ply,./data/cube/side_center_bottom_Rotated/cube_crusher13_x_angle270.ply,14869,True
144,./data/cube/side_center_bottom_Rotated/cube_crusher1_z_angle0.ply,./data/cube/side_center_bottom_Rotated/cube_crusher14_z_angle0.ply,14869,True
145,./data/cube/side_center_bottom_Rotated/cube_crusher1_y_angle0.ply,./data/cube/side_center_bottom_Rotated/cube_crusher14_y_angle0.ply,14869,True
146,./data/cube/side_center_bottom_Rotated/cube_crusher1_x_angle0.ply,./data/cube/side_center_bottom_Rotated/cube_crusher14_x_angle0.ply,14869,True
147,./data/cube/side_center_bottom_Rotated/cube_crusher1_z_angle90.ply,./data/cube/side_center_bottom_Rotated/cube_crusher14_z_angle90.ply,14869,True
148,./data/cube/side_center_bottom_Rotated/cube_crusher1_y_angle90.ply,./data/cube/side_center_bottom_Rotated/cube_crusher14_y_angle90.ply,14869,True
149,./data/cube/side_center_bottom_Rotated/cube_crusher1_x_angle90.ply,./data/cube/side_center_bottom_Rotated/cube_crusher14_x_angle90.ply,14869,True
150,./data/cube/side_center_bottom_Rotated/cube_crusher1_z_angle180.ply,./data/cube/side_center_bottom_Rotated/cube_crusher14_z_angle180.ply,14869,True
151,./data/cube/side_center_bottom_Rotated/cube_crusher1_y_angle180.ply,./data/cube/side_center_bottom_Rotated/cube_crusher14_y_angle180.ply,14869,True
152,./data/cube/side_center_bottom_Rotated/cube_crusher1_x_angle180.ply,./data/cube/side_center_bottom_Rotated/cube_crusher14_x_angle180.ply,14869,True
153,./data/cube/side_center_bottom_Rotated/cube_crusher1_z_angle270.ply,./data/cube/side_center_bottom_Rotated/cube_crusher14_z_angle270.ply,14869,True
154,./data/cube/side_center_bottom_Rotated/cube_crusher1_y_angle270.ply,./data/cube/side_center_bottom_Rotated/cube_crusher14_y_angle270.ply,14869,True
155,./data/cube/side_center_bottom_Rotated/cube_crusher1_x_angle270.ply,./data/cube/side_center_bottom_Rotated/cube_crusher14_x_angle270.ply,14869,True
156,./data/cube/side_center_bottom_Rotated/cube_crusher1_z_angle0.ply,./data/cube/side_center_bottom_Rotated/cube_crusher15_z_angle0.ply,14869,True
157,./data/cube/side_center_bottom_Rotated/cube_crusher1_y_angle0.ply,./data/cube/side_center_bottom_Rotated/cube_crusher15_y_angle0.ply,14869,True
158,./data/cube/side_center_bottom_Rotated/cube_crusher1_x_angle0.ply,./data/cube/side_center_bottom_Rotated/cube_crusher15_x_angle0.ply,14869,True
159,./data/cube/side_center_bottom_Rotated/cube_crusher1_z_angle90.ply,./data/cube/side_center_bottom_Rotated/cube_crusher15_z_angle90.ply,14869,True
160,./data/cube/side_center_bottom_Rotated/cube_crusher1_y_angle90.ply,./data/cube/side_center_bottom_Rotated/cube_crusher15_y_angle90.ply,14869,True
161,./data/cube/side_center_bottom_Rotated/cube_crusher1_x_angle90.ply,./data/cube/side_center_bottom_Rotated/cube_crusher15_x_angle90.ply,14869,True
162,./data/cube/side_center_bottom_Rotated/cube_crusher1_z_angle180.ply,./data/cube/side_center_bottom_Rotated/cube_crusher15_z_angle180.ply,14869,True
163,./data/cube/side_center_bottom_Rotated/cube_crusher1_y_angle180.ply,./data/cube/side_center_bottom_Rotated/cube_crusher15_y_angle180.ply,14869,True
164,./data/cube/side_center_bottom_Rotated/cube_crusher1_x_angle180.ply,./data/cube/side_center_bottom_Rotated/cube_crusher15_x_angle180.ply,14869,True
165,./data/cube/side_center_bottom_Rotated/cube_crusher1_z_angle270.ply,./data/cube/side_center_bottom_Rotated/cube_crusher15_z_angle270.ply,14869,True
166,./data/cube/side_center_bottom_Rotated/cube_crusher1_y_angle270.ply,./data/cube/side_center_bottom_Rotated/cube_crusher15_y_angle270.ply,14869,True
167,./data/cube/side_center_bottom_Rotated/cube_crusher1_x_angle270.ply,./data/cube/side_center_bottom_Rotated/cube_crusher15_x_angle270.ply,14869,True
168,./data/cube/side_center_bottom_Rotated/cube_crusher1_z_angle0.ply,./data/cube/side_center_bottom_Rotated/cube_crusher16_z_angle0.ply,14869,True
169,./data/cube/side_center_bottom_Rotated/cube_crusher1_y_angle0.ply,./data/cube/side_center_bottom_Rotated/cube_crusher16_y_angle0.ply,14869,True
170,./data/cube/side_center_bottom_Rotated/cube_crusher1_x_angle0.ply,./data/cube/side_center_bottom_Rotated/cube_crusher16_x_angle0.ply,14869,True
171,./data/cube/side_center_bottom_Rotated/cube_crusher1_z_angle90.ply,./data/cube/side_center_bottom_Rotated/cube_crusher16_z_angle90.ply,14869,True
172,./data/cube/side_center_bottom_Rotated/cube_crusher1_y_angle90.ply,./data/cube/side_center_bottom_Rotated/cube_crusher16_y_angle90.ply,14869,True
173,./data/cube/side_center_bottom_Rotated/cube_crusher1_x_angle90.ply,./data/cube/side_center_bottom_Rotated/cube_crusher16_x_angle90.ply,14869,True
174,./data/cube/side_center_bottom_Rotated/cube_crusher1_z_angle180.ply,./data/cube/side_center_bottom_Rotated/cube_crusher16_z_angle180.ply,14869,True
175,./data/cube/side_center_bottom_Rotated/cube_crusher1_y_angle180.ply,./data/cube/side_center_bottom_Rotated/cube_crusher16_y_angle180.ply,14869,True
