input,target,contact_vertex,set
data/cube_original/<Vector(0.1500_0.0500_0.1500)>/0.stl,data/cube_original/<Vector(0.1500_0.0500_0.1500)>/4.stl,338,test
data/cube_original/<Vector(0.1500_0.0500_0.1500)>/0.stl,data/cube_original/<Vector(0.1500_0.0500_0.1500)>/5.stl,338,test
data/cube_original/<Vector(0.1500_0.0500_0.1500)>/0.stl,data/cube_original/<Vector(0.1500_0.0500_0.1500)>/6.stl,338,test
data/cube_original/<Vector(0.1500_0.0500_0.1500)>/0.stl,data/cube_original/<Vector(0.1500_0.0500_0.1500)>/7.stl,338,test
data/cube_original/<Vector(0.1500_0.0500_0.1500)>/0.stl,data/cube_original/<Vector(0.1500_0.0500_0.1500)>/8.stl,338,test
data/cube_original/<Vector(0.1500_0.0500_0.1500)>/0.stl,data/cube_original/<Vector(0.1500_0.0500_0.1500)>/9.stl,338,test
data/cube_original/<Vector(0.1500_0.0500_0.1500)>/0.stl,data/cube_original/<Vector(0.1500_0.0500_0.1500)>/10.stl,338,test
data/cube_original/<Vector(0.1500_0.0500_0.1500)>/0.stl,data/cube_original/<Vector(0.1500_0.0500_0.1500)>/11.stl,338,test
data/cube_original/<Vector(0.1500_0.0500_0.1500)>/0.stl,data/cube_original/<Vector(0.1500_0.0500_0.1500)>/12.stl,338,test
data/cube_original/<Vector(0.1500_0.0500_0.1500)>/0.stl,data/cube_original/<Vector(0.1500_0.0500_0.1500)>/13.stl,338,test
data/cube_original/<Vector(0.1500_0.0500_0.1500)>/0.stl,data/cube_original/<Vector(0.1500_0.0500_0.1500)>/14.stl,338,test
data/cube_original/<Vector(0.1500_0.0500_0.1500)>/0.stl,data/cube_original/<Vector(0.1500_0.0500_0.1500)>/15.stl,338,test
data/cube_original/<Vector(0.1500_0.0500_0.1500)>/0.stl,data/cube_original/<Vector(0.1500_0.0500_0.1500)>/16.stl,338,test
data/cube_original/<Vector(0.1500_0.0500_0.1500)>/0.stl,data/cube_original/<Vector(0.1500_0.0500_0.1500)>/17.stl,338,test
data/cube_original/<Vector(0.1500_0.0500_0.1500)>/0.stl,data/cube_original/<Vector(0.1500_0.0500_0.1500)>/18.stl,338,test
data/cube_original/<Vector(0.1500_0.0500_0.1500)>/0.stl,data/cube_original/<Vector(0.1500_0.0500_0.1500)>/19.stl,338,test
data/cube_original/<Vector(0.1500_0.0500_0.1500)>/0.stl,data/cube_original/<Vector(0.1500_0.0500_0.1500)>/20.stl,338,test
data/cube_original/<Vector(0.1500_0.0500_0.1500)>/0.stl,data/cube_original/<Vector(0.1500_0.0500_0.1500)>/21.stl,338,test
data/cube_original/<Vector(0.1500_0.0500_0.1500)>/0.stl,data/cube_original/<Vector(0.1500_0.0500_0.1500)>/22.stl,338,test
data/cube_original/<Vector(0.1500_0.0500_0.1500)>/0.stl,data/cube_original/<Vector(0.1500_0.0500_0.1500)>/23.stl,338,test
data/cube_original/<Vector(0.1500_0.0500_0.1500)>/0.stl,data/cube_original/<Vector(0.1500_0.0500_0.1500)>/24.stl,338,test
data/cube_original/<Vector(0.1500_0.0500_0.1500)>/0.stl,data/cube_original/<Vector(0.1500_0.0500_0.1500)>/25.stl,338,test
data/cube_original/<Vector(0.1500_0.0500_0.1500)>/0.stl,data/cube_original/<Vector(0.1500_0.0500_0.1500)>/26.stl,338,test
data/cube_original/<Vector(0.1500_0.0500_0.1500)>/0.stl,data/cube_original/<Vector(0.1500_0.0500_0.1500)>/27.stl,338,test
data/cube_original/<Vector(0.1500_0.0500_0.1500)>/0.stl,data/cube_original/<Vector(0.1500_0.0500_0.1500)>/28.stl,338,test
data/cube_original/<Vector(0.1500_0.0500_0.1500)>/0.stl,data/cube_original/<Vector(0.1500_0.0500_0.1500)>/29.stl,338,test
data/cube_original/<Vector(0.1500_0.0500_0.1500)>/0.stl,data/cube_original/<Vector(0.1500_0.0500_0.1500)>/30.stl,338,test
data/cube_original/<Vector(0.1500_0.0500_0.1500)>/0.stl,data/cube_original/<Vector(0.1500_0.0500_0.1500)>/31.stl,338,test
data/cube_original/<Vector(0.1500_0.0500_0.1500)>/0.stl,data/cube_original/<Vector(0.1500_0.0500_0.1500)>/32.stl,338,test
data/cube_original/<Vector(0.1500_0.0500_0.1500)>/0.stl,data/cube_original/<Vector(0.1500_0.0500_0.1500)>/33.stl,338,test
data/cube_original/<Vector(0.1500_0.0500_0.1500)>/0.stl,data/cube_original/<Vector(0.1500_0.0500_0.1500)>/34.stl,338,test
data/cube_original/<Vector(0.1500_0.0500_0.1500)>/0.stl,data/cube_original/<Vector(0.1500_0.0500_0.1500)>/35.stl,338,test
data/cube_original/<Vector(0.1500_0.0500_0.1500)>/0.stl,data/cube_original/<Vector(0.1500_0.0500_0.1500)>/36.stl,338,test
data/cube_original/<Vector(0.1500_0.0500_0.1500)>/0.stl,data/cube_original/<Vector(0.1500_0.0500_0.1500)>/37.stl,338,test
data/cube_original/<Vector(0.1500_0.0500_0.1500)>/0.stl,data/cube_original/<Vector(0.1500_0.0500_0.1500)>/38.stl,338,test
data/cube_original/<Vector(0.1500_0.0500_0.1500)>/0.stl,data/cube_original/<Vector(0.1500_0.0500_0.1500)>/39.stl,338,test
data/cube_original/<Vector(0.1500_0.0500_0.1500)>/0.stl,data/cube_original/<Vector(0.1500_0.0500_0.1500)>/40.stl,338,test
data/cube_original/<Vector(0.1500_0.0500_0.1500)>/0.stl,data/cube_original/<Vector(0.1500_0.0500_0.1500)>/41.stl,338,test
data/cube_original/<Vector(0.1500_0.0500_0.1500)>/0.stl,data/cube_original/<Vector(0.1500_0.0500_0.1500)>/42.stl,338,test
data/cube_original/<Vector(0.1500_0.0500_0.1500)>/0.stl,data/cube_original/<Vector(0.1500_0.0500_0.1500)>/43.stl,338,test
data/cube_original/<Vector(0.1500_0.0500_0.1500)>/0.stl,data/cube_original/<Vector(0.1500_0.0500_0.1500)>/44.stl,338,test
data/cube_original/<Vector(0.1500_0.0500_0.1500)>/0.stl,data/cube_original/<Vector(0.1500_0.0500_0.1500)>/45.stl,338,test
data/cube_original/<Vector(0.1500_0.0500_0.1500)>/0.stl,data/cube_original/<Vector(0.1500_0.0500_0.1500)>/46.stl,338,test
data/cube_original/<Vector(0.1500_0.0500_0.1500)>/0.stl,data/cube_original/<Vector(0.1500_0.0500_0.1500)>/47.stl,338,test
data/cube_original/<Vector(0.1500_0.0500_0.1500)>/0.stl,data/cube_original/<Vector(0.1500_0.0500_0.1500)>/48.stl,338,test
data/cube_original/<Vector(0.1500_0.0500_0.1500)>/0.stl,data/cube_original/<Vector(0.1500_0.0500_0.1500)>/49.stl,338,test
data/cube_original/<Vector(0.1500_0.0500_0.1500)>/0.stl,data/cube_original/<Vector(0.1500_0.0500_0.1500)>/50.stl,338,test
data/cube_original/<Vector(0.1500_-0.1000_0.1000)>/0.stl,data/cube_original/<Vector(0.1500_-0.1000_0.1000)>/1.stl,307,test
data/cube_original/<Vector(0.1500_-0.1000_0.1000)>/0.stl,data/cube_original/<Vector(0.1500_-0.1000_0.1000)>/2.stl,307,test
data/cube_original/<Vector(0.1500_-0.1000_0.1000)>/0.stl,data/cube_original/<Vector(0.1500_-0.1000_0.1000)>/3.stl,307,test
data/cube_original/<Vector(0.1500_-0.1000_0.1000)>/0.stl,data/cube_original/<Vector(0.1500_-0.1000_0.1000)>/4.stl,307,test
data/cube_original/<Vector(0.1500_-0.1000_0.1000)>/0.stl,data/cube_original/<Vector(0.1500_-0.1000_0.1000)>/5.stl,307,test
data/cube_original/<Vector(0.1500_-0.1000_0.1000)>/0.stl,data/cube_original/<Vector(0.1500_-0.1000_0.1000)>/6.stl,307,test
data/cube_original/<Vector(0.1500_-0.1000_0.1000)>/0.stl,data/cube_original/<Vector(0.1500_-0.1000_0.1000)>/7.stl,307,test
data/cube_original/<Vector(0.1500_-0.1000_0.1000)>/0.stl,data/cube_original/<Vector(0.1500_-0.1000_0.1000)>/8.stl,307,test
data/cube_original/<Vector(0.1500_-0.1000_0.1000)>/0.stl,data/cube_original/<Vector(0.1500_-0.1000_0.1000)>/9.stl,307,test
data/cube_original/<Vector(0.1500_-0.1000_0.1000)>/0.stl,data/cube_original/<Vector(0.1500_-0.1000_0.1000)>/10.stl,307,test
data/cube_original/<Vector(0.1500_-0.1000_0.1000)>/0.stl,data/cube_original/<Vector(0.1500_-0.1000_0.1000)>/11.stl,307,test
data/cube_original/<Vector(0.1500_-0.1000_0.1000)>/0.stl,data/cube_original/<Vector(0.1500_-0.1000_0.1000)>/12.stl,307,test
data/cube_original/<Vector(0.1500_-0.1000_0.1000)>/0.stl,data/cube_original/<Vector(0.1500_-0.1000_0.1000)>/13.stl,307,test
data/cube_original/<Vector(0.1500_-0.1000_0.1000)>/0.stl,data/cube_original/<Vector(0.1500_-0.1000_0.1000)>/14.stl,307,test
data/cube_original/<Vector(0.1500_-0.1000_0.1000)>/0.stl,data/cube_original/<Vector(0.1500_-0.1000_0.1000)>/15.stl,307,test
data/cube_original/<Vector(0.1500_-0.1000_0.1000)>/0.stl,data/cube_original/<Vector(0.1500_-0.1000_0.1000)>/16.stl,307,test
data/cube_original/<Vector(0.1500_-0.1000_0.1000)>/0.stl,data/cube_original/<Vector(0.1500_-0.1000_0.1000)>/17.stl,307,test
data/cube_original/<Vector(0.1500_-0.1000_0.1000)>/0.stl,data/cube_original/<Vector(0.1500_-0.1000_0.1000)>/18.stl,307,test
data/cube_original/<Vector(0.1500_-0.1000_0.1000)>/0.stl,data/cube_original/<Vector(0.1500_-0.1000_0.1000)>/19.stl,307,test
data/cube_original/<Vector(0.1500_-0.1000_0.1000)>/0.stl,data/cube_original/<Vector(0.1500_-0.1000_0.1000)>/20.stl,307,test
data/cube_original/<Vector(0.1500_-0.1000_0.1000)>/0.stl,data/cube_original/<Vector(0.1500_-0.1000_0.1000)>/21.stl,307,test
data/cube_original/<Vector(0.1500_-0.1000_0.1000)>/0.stl,data/cube_original/<Vector(0.1500_-0.1000_0.1000)>/22.stl,307,test
data/cube_original/<Vector(0.1500_-0.1000_0.1000)>/0.stl,data/cube_original/<Vector(0.1500_-0.1000_0.1000)>/23.stl,307,test
data/cube_original/<Vector(0.1500_-0.1000_0.1000)>/0.stl,data/cube_original/<Vector(0.1500_-0.1000_0.1000)>/24.stl,307,test
data/cube_original/<Vector(0.1500_-0.1000_0.1000)>/0.stl,data/cube_original/<Vector(0.1500_-0.1000_0.1000)>/25.stl,307,test
data/cube_original/<Vector(0.1500_-0.1000_0.1000)>/0.stl,data/cube_original/<Vector(0.1500_-0.1000_0.1000)>/26.stl,307,test
data/cube_original/<Vector(0.1500_-0.1000_0.1000)>/0.stl,data/cube_original/<Vector(0.1500_-0.1000_0.1000)>/27.stl,307,test
data/cube_original/<Vector(0.1500_-0.1000_0.1000)>/0.stl,data/cube_original/<Vector(0.1500_-0.1000_0.1000)>/28.stl,307,test
data/cube_original/<Vector(0.1500_-0.1000_0.1000)>/0.stl,data/cube_original/<Vector(0.1500_-0.1000_0.1000)>/29.stl,307,test
data/cube_original/<Vector(0.1500_-0.1000_0.1000)>/0.stl,data/cube_original/<Vector(0.1500_-0.1000_0.1000)>/30.stl,307,test
data/cube_original/<Vector(0.1500_-0.1000_0.1000)>/0.stl,data/cube_original/<Vector(0.1500_-0.1000_0.1000)>/31.stl,307,test
data/cube_original/<Vector(0.1500_-0.1000_0.1000)>/0.stl,data/cube_original/<Vector(0.1500_-0.1000_0.1000)>/32.stl,307,test
data/cube_original/<Vector(0.1500_-0.1000_0.1000)>/0.stl,data/cube_original/<Vector(0.1500_-0.1000_0.1000)>/33.stl,307,test
data/cube_original/<Vector(0.1500_-0.1000_0.1000)>/0.stl,data/cube_original/<Vector(0.1500_-0.1000_0.1000)>/34.stl,307,test
data/cube_original/<Vector(0.1500_-0.1000_0.1000)>/0.stl,data/cube_original/<Vector(0.1500_-0.1000_0.1000)>/35.stl,307,test
data/cube_original/<Vector(0.1500_-0.1000_0.1000)>/0.stl,data/cube_original/<Vector(0.1500_-0.1000_0.1000)>/36.stl,307,test
data/cube_original/<Vector(0.1500_-0.1000_0.1000)>/0.stl,data/cube_original/<Vector(0.1500_-0.1000_0.1000)>/37.stl,307,test
data/cube_original/<Vector(0.1500_-0.1000_0.1000)>/0.stl,data/cube_original/<Vector(0.1500_-0.1000_0.1000)>/38.stl,307,test
data/cube_original/<Vector(0.1500_-0.1000_0.1000)>/0.stl,data/cube_original/<Vector(0.1500_-0.1000_0.1000)>/39.stl,307,test
data/cube_original/<Vector(0.1500_-0.1000_0.1000)>/0.stl,data/cube_original/<Vector(0.1500_-0.1000_0.1000)>/40.stl,307,test
data/cube_original/<Vector(0.1500_-0.1000_0.1000)>/0.stl,data/cube_original/<Vector(0.1500_-0.1000_0.1000)>/41.stl,307,test
data/cube_original/<Vector(0.1500_-0.1000_0.1000)>/0.stl,data/cube_original/<Vector(0.1500_-0.1000_0.1000)>/42.stl,307,test
data/cube_original/<Vector(0.1500_-0.1000_0.1000)>/0.stl,data/cube_original/<Vector(0.1500_-0.1000_0.1000)>/43.stl,307,test
data/cube_original/<Vector(0.1500_-0.1000_0.1000)>/0.stl,data/cube_original/<Vector(0.1500_-0.1000_0.1000)>/44.stl,307,test
data/cube_original/<Vector(0.1500_-0.1000_0.1000)>/0.stl,data/cube_original/<Vector(0.1500_-0.1000_0.1000)>/45.stl,307,test
data/cube_original/<Vector(0.1500_-0.1000_0.1000)>/0.stl,data/cube_original/<Vector(0.1500_-0.1000_0.1000)>/46.stl,307,test
data/cube_original/<Vector(0.1500_-0.1000_0.1000)>/0.stl,data/cube_original/<Vector(0.1500_-0.1000_0.1000)>/47.stl,307,test
data/cube_original/<Vector(0.1500_-0.1000_0.1000)>/0.stl,data/cube_original/<Vector(0.1500_-0.1000_0.1000)>/48.stl,307,test
data/cube_original/<Vector(0.1500_-0.1000_0.1000)>/0.stl,data/cube_original/<Vector(0.1500_-0.1000_0.1000)>/49.stl,307,test
data/cube_original/<Vector(0.1500_-0.1000_0.1000)>/0.stl,data/cube_original/<Vector(0.1500_-0.1000_0.1000)>/50.stl,307,test
data/cube_original/<Vector(0.0375_0.1000_0.0250)>/0.stl,data/cube_original/<Vector(0.0375_0.1000_0.0250)>/1.stl,225,test
data/cube_original/<Vector(0.0375_0.1000_0.0250)>/0.stl,data/cube_original/<Vector(0.0375_0.1000_0.0250)>/2.stl,225,test
data/cube_original/<Vector(0.0375_0.1000_0.0250)>/0.stl,data/cube_original/<Vector(0.0375_0.1000_0.0250)>/3.stl,225,test
data/cube_original/<Vector(0.0375_0.1000_0.0250)>/0.stl,data/cube_original/<Vector(0.0375_0.1000_0.0250)>/4.stl,225,test
data/cube_original/<Vector(0.0375_0.1000_0.0250)>/0.stl,data/cube_original/<Vector(0.0375_0.1000_0.0250)>/5.stl,225,test
data/cube_original/<Vector(0.0375_0.1000_0.0250)>/0.stl,data/cube_original/<Vector(0.0375_0.1000_0.0250)>/6.stl,225,test
data/cube_original/<Vector(0.0375_0.1000_0.0250)>/0.stl,data/cube_original/<Vector(0.0375_0.1000_0.0250)>/7.stl,225,test
data/cube_original/<Vector(0.0375_0.1000_0.0250)>/0.stl,data/cube_original/<Vector(0.0375_0.1000_0.0250)>/8.stl,225,test
data/cube_original/<Vector(0.0375_0.1000_0.0250)>/0.stl,data/cube_original/<Vector(0.0375_0.1000_0.0250)>/9.stl,225,test
data/cube_original/<Vector(0.0375_0.1000_0.0250)>/0.stl,data/cube_original/<Vector(0.0375_0.1000_0.0250)>/10.stl,225,test
data/cube_original/<Vector(0.0375_0.1000_0.0250)>/0.stl,data/cube_original/<Vector(0.0375_0.1000_0.0250)>/11.stl,225,test
data/cube_original/<Vector(0.0375_0.1000_0.0250)>/0.stl,data/cube_original/<Vector(0.0375_0.1000_0.0250)>/12.stl,225,test
data/cube_original/<Vector(0.0375_0.1000_0.0250)>/0.stl,data/cube_original/<Vector(0.0375_0.1000_0.0250)>/13.stl,225,test
data/cube_original/<Vector(0.0375_0.1000_0.0250)>/0.stl,data/cube_original/<Vector(0.0375_0.1000_0.0250)>/14.stl,225,test
data/cube_original/<Vector(0.0375_0.1000_0.0250)>/0.stl,data/cube_original/<Vector(0.0375_0.1000_0.0250)>/15.stl,225,test
data/cube_original/<Vector(0.0375_0.1000_0.0250)>/0.stl,data/cube_original/<Vector(0.0375_0.1000_0.0250)>/16.stl,225,test
data/cube_original/<Vector(0.0375_0.1000_0.0250)>/0.stl,data/cube_original/<Vector(0.0375_0.1000_0.0250)>/17.stl,225,test
data/cube_original/<Vector(0.1500_0.1000_0.0750)>/0.stl,data/cube_original/<Vector(0.1500_0.1000_0.0750)>/1.stl,18,test
data/cube_original/<Vector(0.1500_0.1000_0.0750)>/0.stl,data/cube_original/<Vector(0.1500_0.1000_0.0750)>/2.stl,18,test
data/cube_original/<Vector(0.1500_0.1000_0.0750)>/0.stl,data/cube_original/<Vector(0.1500_0.1000_0.0750)>/3.stl,18,test
data/cube_original/<Vector(0.1500_0.1000_0.0750)>/0.stl,data/cube_original/<Vector(0.1500_0.1000_0.0750)>/4.stl,18,test
data/cube_original/<Vector(0.1500_0.1000_0.0750)>/0.stl,data/cube_original/<Vector(0.1500_0.1000_0.0750)>/5.stl,18,test
data/cube_original/<Vector(0.1500_0.1000_0.0750)>/0.stl,data/cube_original/<Vector(0.1500_0.1000_0.0750)>/6.stl,18,test
data/cube_original/<Vector(0.1500_0.1000_0.0750)>/0.stl,data/cube_original/<Vector(0.1500_0.1000_0.0750)>/7.stl,18,test
data/cube_original/<Vector(0.1500_0.1000_0.0750)>/0.stl,data/cube_original/<Vector(0.1500_0.1000_0.0750)>/8.stl,18,test
data/cube_original/<Vector(0.1500_0.1000_0.0750)>/0.stl,data/cube_original/<Vector(0.1500_0.1000_0.0750)>/9.stl,18,test
data/cube_original/<Vector(0.1500_0.1000_0.0750)>/0.stl,data/cube_original/<Vector(0.1500_0.1000_0.0750)>/10.stl,18,test
data/cube_original/<Vector(0.1500_0.1000_0.0750)>/0.stl,data/cube_original/<Vector(0.1500_0.1000_0.0750)>/11.stl,18,test
data/cube_original/<Vector(0.1500_0.1000_0.0750)>/0.stl,data/cube_original/<Vector(0.1500_0.1000_0.0750)>/12.stl,18,test
data/cube_original/<Vector(0.1500_0.1000_0.0750)>/0.stl,data/cube_original/<Vector(0.1500_0.1000_0.0750)>/13.stl,18,test
data/cube_original/<Vector(0.1500_0.1000_0.0750)>/0.stl,data/cube_original/<Vector(0.1500_0.1000_0.0750)>/14.stl,18,test
data/cube_original/<Vector(0.1500_0.1000_0.0750)>/0.stl,data/cube_original/<Vector(0.1500_0.1000_0.0750)>/15.stl,18,test
data/cube_original/<Vector(0.1500_0.1000_0.0750)>/0.stl,data/cube_original/<Vector(0.1500_0.1000_0.0750)>/16.stl,18,test
data/cube_original/<Vector(0.1500_0.1000_0.0750)>/0.stl,data/cube_original/<Vector(0.1500_0.1000_0.0750)>/17.stl,18,test
data/cube_original/<Vector(0.1500_0.1000_0.0750)>/0.stl,data/cube_original/<Vector(0.1500_0.1000_0.0750)>/18.stl,18,test
data/cube_original/<Vector(0.1500_0.1000_0.0750)>/0.stl,data/cube_original/<Vector(0.1500_0.1000_0.0750)>/19.stl,18,test
data/cube_original/<Vector(0.1500_0.1000_0.0750)>/0.stl,data/cube_original/<Vector(0.1500_0.1000_0.0750)>/20.stl,18,test
data/cube_original/<Vector(0.1500_0.1000_0.0750)>/0.stl,data/cube_original/<Vector(0.1500_0.1000_0.0750)>/21.stl,18,test
data/cube_original/<Vector(0.1500_0.1000_0.0750)>/0.stl,data/cube_original/<Vector(0.1500_0.1000_0.0750)>/22.stl,18,test
