input,target,contact_vertex,set
data/duck_dataset/<Vector(0.0451_-0.1453_0.0988)>/0.stl,data/duck_dataset/<Vector(0.0451_-0.1453_0.0988)>/12.stl,294,test
data/duck_dataset/<Vector(0.0451_-0.1453_0.0988)>/0.stl,data/duck_dataset/<Vector(0.0451_-0.1453_0.0988)>/13.stl,294,test
data/duck_dataset/<Vector(0.0451_-0.1453_0.0988)>/0.stl,data/duck_dataset/<Vector(0.0451_-0.1453_0.0988)>/14.stl,294,test
data/duck_dataset/<Vector(0.0451_-0.1453_0.0988)>/0.stl,data/duck_dataset/<Vector(0.0451_-0.1453_0.0988)>/15.stl,294,test
data/duck_dataset/<Vector(0.0451_-0.1453_0.0988)>/0.stl,data/duck_dataset/<Vector(0.0451_-0.1453_0.0988)>/16.stl,294,test
data/duck_dataset/<Vector(0.0451_-0.1453_0.0988)>/0.stl,data/duck_dataset/<Vector(0.0451_-0.1453_0.0988)>/17.stl,294,test
data/duck_dataset/<Vector(0.0451_-0.1453_0.0988)>/0.stl,data/duck_dataset/<Vector(0.0451_-0.1453_0.0988)>/18.stl,294,test
data/duck_dataset/<Vector(0.0451_-0.1453_0.0988)>/0.stl,data/duck_dataset/<Vector(0.0451_-0.1453_0.0988)>/19.stl,294,test
data/duck_dataset/<Vector(0.0451_-0.1453_0.0988)>/0.stl,data/duck_dataset/<Vector(0.0451_-0.1453_0.0988)>/20.stl,294,test
data/duck_dataset/<Vector(0.0451_-0.1453_0.0988)>/0.stl,data/duck_dataset/<Vector(0.0451_-0.1453_0.0988)>/21.stl,294,test
data/duck_dataset/<Vector(0.0451_-0.1453_0.0988)>/0.stl,data/duck_dataset/<Vector(0.0451_-0.1453_0.0988)>/22.stl,294,test
data/duck_dataset/<Vector(0.0451_-0.1453_0.0988)>/0.stl,data/duck_dataset/<Vector(0.0451_-0.1453_0.0988)>/23.stl,294,test
data/duck_dataset/<Vector(0.0451_-0.1453_0.0988)>/0.stl,data/duck_dataset/<Vector(0.0451_-0.1453_0.0988)>/24.stl,294,test
data/duck_dataset/<Vector(0.0451_-0.1453_0.0988)>/0.stl,data/duck_dataset/<Vector(0.0451_-0.1453_0.0988)>/25.stl,294,test
data/duck_dataset/<Vector(0.0451_-0.1453_0.0988)>/0.stl,data/duck_dataset/<Vector(0.0451_-0.1453_0.0988)>/26.stl,294,test
data/duck_dataset/<Vector(0.0451_-0.1453_0.0988)>/0.stl,data/duck_dataset/<Vector(0.0451_-0.1453_0.0988)>/27.stl,294,test
data/duck_dataset/<Vector(0.0451_-0.1453_0.0988)>/0.stl,data/duck_dataset/<Vector(0.0451_-0.1453_0.0988)>/28.stl,294,test
data/duck_dataset/<Vector(0.0451_-0.1453_0.0988)>/0.stl,data/duck_dataset/<Vector(0.0451_-0.1453_0.0988)>/29.stl,294,test
data/duck_dataset/<Vector(0.0451_-0.1453_0.0988)>/0.stl,data/duck_dataset/<Vector(0.0451_-0.1453_0.0988)>/30.stl,294,test
data/duck_dataset/<Vector(0.0451_-0.1453_0.0988)>/0.stl,data/duck_dataset/<Vector(0.0451_-0.1453_0.0988)>/31.stl,294,test
data/duck_dataset/<Vector(0.0451_-0.1453_0.0988)>/0.stl,data/duck_dataset/<Vector(0.0451_-0.1453_0.0988)>/32.stl,294,test
data/duck_dataset/<Vector(0.0451_-0.1453_0.0988)>/0.stl,data/duck_dataset/<Vector(0.0451_-0.1453_0.0988)>/33.stl,294,test
data/duck_dataset/<Vector(0.0451_-0.1453_0.0988)>/0.stl,data/duck_dataset/<Vector(0.0451_-0.1453_0.0988)>/34.stl,294,test
data/duck_dataset/<Vector(0.0451_-0.1453_0.0988)>/0.stl,data/duck_dataset/<Vector(0.0451_-0.1453_0.0988)>/35.stl,294,test
data/duck_dataset/<Vector(0.0451_-0.1453_0.0988)>/0.stl,data/duck_dataset/<Vector(0.0451_-0.1453_0.0988)>/36.stl,294,test
data/duck_dataset/<Vector(0.0451_-0.1453_0.0988)>/0.stl,data/duck_dataset/<Vector(0.0451_-0.1453_0.0988)>/37.stl,294,test
data/duck_dataset/<Vector(0.0451_-0.1453_0.0988)>/0.stl,data/duck_dataset/<Vector(0.0451_-0.1453_0.0988)>/38.stl,294,test
data/duck_dataset/<Vector(0.0451_-0.1453_0.0988)>/0.stl,data/duck_dataset/<Vector(0.0451_-0.1453_0.0988)>/39.stl,294,test
data/duck_dataset/<Vector(0.0451_-0.1453_0.0988)>/0.stl,data/duck_dataset/<Vector(0.0451_-0.1453_0.0988)>/40.stl,294,test
data/duck_dataset/<Vector(0.0451_-0.1453_0.0988)>/0.stl,data/duck_dataset/<Vector(0.0451_-0.1453_0.0988)>/41.stl,294,test
data/duck_dataset/<Vector(0.0451_-0.1453_0.0988)>/0.stl,data/duck_dataset/<Vector(0.0451_-0.1453_0.0988)>/42.stl,294,test
data/duck_dataset/<Vector(0.0451_-0.1453_0.0988)>/0.stl,data/duck_dataset/<Vector(0.0451_-0.1453_0.0988)>/43.stl,294,test
data/duck_dataset/<Vector(0.0451_-0.1453_0.0988)>/0.stl,data/duck_dataset/<Vector(0.0451_-0.1453_0.0988)>/44.stl,294,test
data/duck_dataset/<Vector(0.0451_-0.1453_0.0988)>/0.stl,data/duck_dataset/<Vector(0.0451_-0.1453_0.0988)>/45.stl,294,test
data/duck_dataset/<Vector(0.0451_-0.1453_0.0988)>/0.stl,data/duck_dataset/<Vector(0.0451_-0.1453_0.0988)>/46.stl,294,test
data/duck_dataset/<Vector(0.0451_-0.1453_0.0988)>/0.stl,data/duck_dataset/<Vector(0.0451_-0.1453_0.0988)>/47.stl,294,test
data/duck_dataset/<Vector(0.0451_-0.1453_0.0988)>/0.stl,data/duck_dataset/<Vector(0.0451_-0.1453_0.0988)>/48.stl,294,test
data/duck_dataset/<Vector(0.0451_-0.1453_0.0988)>/0.stl,data/duck_dataset/<Vector(0.0451_-0.1453_0.0988)>/49.stl,294,test
data/duck_dataset/<Vector(0.0451_-0.1453_0.0988)>/0.stl,data/duck_dataset/<Vector(0.0451_-0.1453_0.0988)>/50.stl,294,test
data/duck_dataset/<Vector(-0.1199_-0.0200_-0.0329)>/0.stl,data/duck_dataset/<Vector(-0.1199_-0.0200_-0.0329)>/1.stl,631,test
data/duck_dataset/<Vector(-0.1199_-0.0200_-0.0329)>/0.stl,data/duck_dataset/<Vector(-0.1199_-0.0200_-0.0329)>/2.stl,631,test
data/duck_dataset/<Vector(-0.1199_-0.0200_-0.0329)>/0.stl,data/duck_dataset/<Vector(-0.1199_-0.0200_-0.0329)>/3.stl,631,test
data/duck_dataset/<Vector(-0.1199_-0.0200_-0.0329)>/0.stl,data/duck_dataset/<Vector(-0.1199_-0.0200_-0.0329)>/4.stl,631,test
data/duck_dataset/<Vector(-0.1199_-0.0200_-0.0329)>/0.stl,data/duck_dataset/<Vector(-0.1199_-0.0200_-0.0329)>/5.stl,631,test
data/duck_dataset/<Vector(-0.1199_-0.0200_-0.0329)>/0.stl,data/duck_dataset/<Vector(-0.1199_-0.0200_-0.0329)>/6.stl,631,test
data/duck_dataset/<Vector(-0.1199_-0.0200_-0.0329)>/0.stl,data/duck_dataset/<Vector(-0.1199_-0.0200_-0.0329)>/7.stl,631,test
data/duck_dataset/<Vector(-0.1199_-0.0200_-0.0329)>/0.stl,data/duck_dataset/<Vector(-0.1199_-0.0200_-0.0329)>/8.stl,631,test
data/duck_dataset/<Vector(-0.1199_-0.0200_-0.0329)>/0.stl,data/duck_dataset/<Vector(-0.1199_-0.0200_-0.0329)>/9.stl,631,test
data/duck_dataset/<Vector(-0.1199_-0.0200_-0.0329)>/0.stl,data/duck_dataset/<Vector(-0.1199_-0.0200_-0.0329)>/10.stl,631,test
data/duck_dataset/<Vector(-0.1199_-0.0200_-0.0329)>/0.stl,data/duck_dataset/<Vector(-0.1199_-0.0200_-0.0329)>/11.stl,631,test
data/duck_dataset/<Vector(-0.1199_-0.0200_-0.0329)>/0.stl,data/duck_dataset/<Vector(-0.1199_-0.0200_-0.0329)>/12.stl,631,test
data/duck_dataset/<Vector(-0.1199_-0.0200_-0.0329)>/0.stl,data/duck_dataset/<Vector(-0.1199_-0.0200_-0.0329)>/13.stl,631,test
data/duck_dataset/<Vector(-0.1199_-0.0200_-0.0329)>/0.stl,data/duck_dataset/<Vector(-0.1199_-0.0200_-0.0329)>/14.stl,631,test
data/duck_dataset/<Vector(-0.1199_-0.0200_-0.0329)>/0.stl,data/duck_dataset/<Vector(-0.1199_-0.0200_-0.0329)>/15.stl,631,test
data/duck_dataset/<Vector(-0.1199_-0.0200_-0.0329)>/0.stl,data/duck_dataset/<Vector(-0.1199_-0.0200_-0.0329)>/16.stl,631,test
data/duck_dataset/<Vector(-0.1199_-0.0200_-0.0329)>/0.stl,data/duck_dataset/<Vector(-0.1199_-0.0200_-0.0329)>/17.stl,631,test
data/duck_dataset/<Vector(-0.1199_-0.0200_-0.0329)>/0.stl,data/duck_dataset/<Vector(-0.1199_-0.0200_-0.0329)>/18.stl,631,test
data/duck_dataset/<Vector(-0.1199_-0.0200_-0.0329)>/0.stl,data/duck_dataset/<Vector(-0.1199_-0.0200_-0.0329)>/19.stl,631,test
data/duck_dataset/<Vector(-0.1199_-0.0200_-0.0329)>/0.stl,data/duck_dataset/<Vector(-0.1199_-0.0200_-0.0329)>/20.stl,631,test
data/duck_dataset/<Vector(-0.1199_-0.0200_-0.0329)>/0.stl,data/duck_dataset/<Vector(-0.1199_-0.0200_-0.0329)>/21.stl,631,test
data/duck_dataset/<Vector(-0.1199_-0.0200_-0.0329)>/0.stl,data/duck_dataset/<Vector(-0.1199_-0.0200_-0.0329)>/22.stl,631,test
data/duck_dataset/<Vector(-0.1199_-0.0200_-0.0329)>/0.stl,data/duck_dataset/<Vector(-0.1199_-0.0200_-0.0329)>/23.stl,631,test
data/duck_dataset/<Vector(-0.1199_-0.0200_-0.0329)>/0.stl,data/duck_dataset/<Vector(-0.1199_-0.0200_-0.0329)>/24.stl,631,test
data/duck_dataset/<Vector(-0.1199_-0.0200_-0.0329)>/0.stl,data/duck_dataset/<Vector(-0.1199_-0.0200_-0.0329)>/25.stl,631,test
data/duck_dataset/<Vector(-0.1199_-0.0200_-0.0329)>/0.stl,data/duck_dataset/<Vector(-0.1199_-0.0200_-0.0329)>/26.stl,631,test
data/duck_dataset/<Vector(-0.1199_-0.0200_-0.0329)>/0.stl,data/duck_dataset/<Vector(-0.1199_-0.0200_-0.0329)>/27.stl,631,test
data/duck_dataset/<Vector(-0.1199_-0.0200_-0.0329)>/0.stl,data/duck_dataset/<Vector(-0.1199_-0.0200_-0.0329)>/28.stl,631,test
data/duck_dataset/<Vector(-0.1199_-0.0200_-0.0329)>/0.stl,data/duck_dataset/<Vector(-0.1199_-0.0200_-0.0329)>/29.stl,631,test
data/duck_dataset/<Vector(-0.1199_-0.0200_-0.0329)>/0.stl,data/duck_dataset/<Vector(-0.1199_-0.0200_-0.0329)>/30.stl,631,test
data/duck_dataset/<Vector(-0.1199_-0.0200_-0.0329)>/0.stl,data/duck_dataset/<Vector(-0.1199_-0.0200_-0.0329)>/31.stl,631,test
data/duck_dataset/<Vector(-0.1199_-0.0200_-0.0329)>/0.stl,data/duck_dataset/<Vector(-0.1199_-0.0200_-0.0329)>/32.stl,631,test
data/duck_dataset/<Vector(-0.1199_-0.0200_-0.0329)>/0.stl,data/duck_dataset/<Vector(-0.1199_-0.0200_-0.0329)>/33.stl,631,test
data/duck_dataset/<Vector(-0.1199_-0.0200_-0.0329)>/0.stl,data/duck_dataset/<Vector(-0.1199_-0.0200_-0.0329)>/34.stl,631,test
data/duck_dataset/<Vector(-0.1199_-0.0200_-0.0329)>/0.stl,data/duck_dataset/<Vector(-0.1199_-0.0200_-0.0329)>/35.stl,631,test
data/duck_dataset/<Vector(-0.1199_-0.0200_-0.0329)>/0.stl,data/duck_dataset/<Vector(-0.1199_-0.0200_-0.0329)>/36.stl,631,test
data/duck_dataset/<Vector(-0.1199_-0.0200_-0.0329)>/0.stl,data/duck_dataset/<Vector(-0.1199_-0.0200_-0.0329)>/37.stl,631,test
data/duck_dataset/<Vector(-0.1199_-0.0200_-0.0329)>/0.stl,data/duck_dataset/<Vector(-0.1199_-0.0200_-0.0329)>/38.stl,631,test
data/duck_dataset/<Vector(-0.1199_-0.0200_-0.0329)>/0.stl,data/duck_dataset/<Vector(-0.1199_-0.0200_-0.0329)>/39.stl,631,test
data/duck_dataset/<Vector(-0.1199_-0.0200_-0.0329)>/0.stl,data/duck_dataset/<Vector(-0.1199_-0.0200_-0.0329)>/40.stl,631,test
data/duck_dataset/<Vector(-0.1199_-0.0200_-0.0329)>/0.stl,data/duck_dataset/<Vector(-0.1199_-0.0200_-0.0329)>/41.stl,631,test
data/duck_dataset/<Vector(-0.1199_-0.0200_-0.0329)>/0.stl,data/duck_dataset/<Vector(-0.1199_-0.0200_-0.0329)>/42.stl,631,test
data/duck_dataset/<Vector(-0.1199_-0.0200_-0.0329)>/0.stl,data/duck_dataset/<Vector(-0.1199_-0.0200_-0.0329)>/43.stl,631,test
data/duck_dataset/<Vector(-0.1199_-0.0200_-0.0329)>/0.stl,data/duck_dataset/<Vector(-0.1199_-0.0200_-0.0329)>/44.stl,631,test
data/duck_dataset/<Vector(-0.1199_-0.0200_-0.0329)>/0.stl,data/duck_dataset/<Vector(-0.1199_-0.0200_-0.0329)>/45.stl,631,test
data/duck_dataset/<Vector(-0.1199_-0.0200_-0.0329)>/0.stl,data/duck_dataset/<Vector(-0.1199_-0.0200_-0.0329)>/46.stl,631,test
data/duck_dataset/<Vector(-0.1199_-0.0200_-0.0329)>/0.stl,data/duck_dataset/<Vector(-0.1199_-0.0200_-0.0329)>/47.stl,631,test
data/duck_dataset/<Vector(-0.1199_-0.0200_-0.0329)>/0.stl,data/duck_dataset/<Vector(-0.1199_-0.0200_-0.0329)>/48.stl,631,test
data/duck_dataset/<Vector(-0.1199_-0.0200_-0.0329)>/0.stl,data/duck_dataset/<Vector(-0.1199_-0.0200_-0.0329)>/49.stl,631,test
data/duck_dataset/<Vector(-0.1199_-0.0200_-0.0329)>/0.stl,data/duck_dataset/<Vector(-0.1199_-0.0200_-0.0329)>/50.stl,631,test
data/duck_dataset/<Vector(0.0000_0.0619_0.0464)>/0.stl,data/duck_dataset/<Vector(0.0000_0.0619_0.0464)>/1.stl,100,test
data/duck_dataset/<Vector(0.0000_0.0619_0.0464)>/0.stl,data/duck_dataset/<Vector(0.0000_0.0619_0.0464)>/2.stl,100,test
data/duck_dataset/<Vector(0.0000_0.0619_0.0464)>/0.stl,data/duck_dataset/<Vector(0.0000_0.0619_0.0464)>/3.stl,100,test
data/duck_dataset/<Vector(0.0000_0.0619_0.0464)>/0.stl,data/duck_dataset/<Vector(0.0000_0.0619_0.0464)>/4.stl,100,test
data/duck_dataset/<Vector(0.0000_0.0619_0.0464)>/0.stl,data/duck_dataset/<Vector(0.0000_0.0619_0.0464)>/5.stl,100,test
data/duck_dataset/<Vector(0.0000_0.0619_0.0464)>/0.stl,data/duck_dataset/<Vector(0.0000_0.0619_0.0464)>/6.stl,100,test
data/duck_dataset/<Vector(0.0000_0.0619_0.0464)>/0.stl,data/duck_dataset/<Vector(0.0000_0.0619_0.0464)>/7.stl,100,test
data/duck_dataset/<Vector(0.0000_0.0619_0.0464)>/0.stl,data/duck_dataset/<Vector(0.0000_0.0619_0.0464)>/8.stl,100,test
data/duck_dataset/<Vector(0.0000_0.0619_0.0464)>/0.stl,data/duck_dataset/<Vector(0.0000_0.0619_0.0464)>/9.stl,100,test
data/duck_dataset/<Vector(0.0000_0.0619_0.0464)>/0.stl,data/duck_dataset/<Vector(0.0000_0.0619_0.0464)>/10.stl,100,test
data/duck_dataset/<Vector(0.0000_0.0619_0.0464)>/0.stl,data/duck_dataset/<Vector(0.0000_0.0619_0.0464)>/11.stl,100,test
data/duck_dataset/<Vector(0.0000_0.0619_0.0464)>/0.stl,data/duck_dataset/<Vector(0.0000_0.0619_0.0464)>/12.stl,100,test
data/duck_dataset/<Vector(0.0000_0.0619_0.0464)>/0.stl,data/duck_dataset/<Vector(0.0000_0.0619_0.0464)>/13.stl,100,test
data/duck_dataset/<Vector(0.0000_0.0619_0.0464)>/0.stl,data/duck_dataset/<Vector(0.0000_0.0619_0.0464)>/14.stl,100,test
data/duck_dataset/<Vector(0.0000_0.0619_0.0464)>/0.stl,data/duck_dataset/<Vector(0.0000_0.0619_0.0464)>/15.stl,100,test
data/duck_dataset/<Vector(0.0000_0.0619_0.0464)>/0.stl,data/duck_dataset/<Vector(0.0000_0.0619_0.0464)>/16.stl,100,test
data/duck_dataset/<Vector(0.0000_0.0619_0.0464)>/0.stl,data/duck_dataset/<Vector(0.0000_0.0619_0.0464)>/17.stl,100,test
data/duck_dataset/<Vector(0.0000_0.0619_0.0464)>/0.stl,data/duck_dataset/<Vector(0.0000_0.0619_0.0464)>/18.stl,100,test
data/duck_dataset/<Vector(0.0000_0.0619_0.0464)>/0.stl,data/duck_dataset/<Vector(0.0000_0.0619_0.0464)>/19.stl,100,test
data/duck_dataset/<Vector(0.0000_0.0619_0.0464)>/0.stl,data/duck_dataset/<Vector(0.0000_0.0619_0.0464)>/20.stl,100,test
data/duck_dataset/<Vector(0.0000_0.0619_0.0464)>/0.stl,data/duck_dataset/<Vector(0.0000_0.0619_0.0464)>/21.stl,100,test
data/duck_dataset/<Vector(0.0000_0.0619_0.0464)>/0.stl,data/duck_dataset/<Vector(0.0000_0.0619_0.0464)>/22.stl,100,test
data/duck_dataset/<Vector(0.0000_0.0619_0.0464)>/0.stl,data/duck_dataset/<Vector(0.0000_0.0619_0.0464)>/23.stl,100,test
data/duck_dataset/<Vector(0.0000_0.0619_0.0464)>/0.stl,data/duck_dataset/<Vector(0.0000_0.0619_0.0464)>/24.stl,100,test
data/duck_dataset/<Vector(0.0000_0.0619_0.0464)>/0.stl,data/duck_dataset/<Vector(0.0000_0.0619_0.0464)>/25.stl,100,test
data/duck_dataset/<Vector(0.0000_0.0619_0.0464)>/0.stl,data/duck_dataset/<Vector(0.0000_0.0619_0.0464)>/26.stl,100,test
data/duck_dataset/<Vector(0.0000_0.0619_0.0464)>/0.stl,data/duck_dataset/<Vector(0.0000_0.0619_0.0464)>/27.stl,100,test
data/duck_dataset/<Vector(0.0000_0.0619_0.0464)>/0.stl,data/duck_dataset/<Vector(0.0000_0.0619_0.0464)>/28.stl,100,test
