,input,target,contact_vertex,train_sample
118,data/cube/23_Rotated/0_y_angle270.stl,data/cube/23_Rotated/10_y_angle270.stl,64,True
119,data/cube/23_Rotated/0_x_angle270.stl,data/cube/23_Rotated/10_x_angle270.stl,64,True
120,data/cube/23_Rotated/0_z_angle0.stl,data/cube/23_Rotated/11_z_angle0.stl,64,True
121,data/cube/23_Rotated/0_y_angle0.stl,data/cube/23_Rotated/11_y_angle0.stl,64,True
122,data/cube/23_Rotated/0_x_angle0.stl,data/cube/23_Rotated/11_x_angle0.stl,64,True
123,data/cube/23_Rotated/0_z_angle90.stl,data/cube/23_Rotated/11_z_angle90.stl,64,True
124,data/cube/23_Rotated/0_y_angle90.stl,data/cube/23_Rotated/11_y_angle90.stl,64,True
125,data/cube/23_Rotated/0_x_angle90.stl,data/cube/23_Rotated/11_x_angle90.stl,64,True
126,data/cube/23_Rotated/0_z_angle180.stl,data/cube/23_Rotated/11_z_angle180.stl,64,True
127,data/cube/23_Rotated/0_y_angle180.stl,data/cube/23_Rotated/11_y_angle180.stl,64,True
128,data/cube/23_Rotated/0_x_angle180.stl,data/cube/23_Rotated/11_x_angle180.stl,64,True
129,data/cube/23_Rotated/0_z_angle270.stl,data/cube/23_Rotated/11_z_angle270.stl,64,True
130,data/cube/23_Rotated/0_y_angle270.stl,data/cube/23_Rotated/11_y_angle270.stl,64,True
131,data/cube/23_Rotated/0_x_angle270.stl,data/cube/23_Rotated/11_x_angle270.stl,64,True
132,data/cube/23_Rotated/0_z_angle0.stl,data/cube/23_Rotated/12_z_angle0.stl,64,True
133,data/cube/23_Rotated/0_y_angle0.stl,data/cube/23_Rotated/12_y_angle0.stl,64,True
134,data/cube/23_Rotated/0_x_angle0.stl,data/cube/23_Rotated/12_x_angle0.stl,64,True
135,data/cube/23_Rotated/0_z_angle90.stl,data/cube/23_Rotated/12_z_angle90.stl,64,True
136,data/cube/23_Rotated/0_y_angle90.stl,data/cube/23_Rotated/12_y_angle90.stl,64,True
137,data/cube/23_Rotated/0_x_angle90.stl,data/cube/23_Rotated/12_x_angle90.stl,64,True
138,data/cube/23_Rotated/0_z_angle180.stl,data/cube/23_Rotated/12_z_angle180.stl,64,True
139,data/cube/23_Rotated/0_y_angle180.stl,data/cube/23_Rotated/12_y_angle180.stl,64,True
140,data/cube/23_Rotated/0_x_angle180.stl,data/cube/23_Rotated/12_x_angle180.stl,64,True
141,data/cube/23_Rotated/0_z_angle270.stl,data/cube/23_Rotated/12_z_angle270.stl,64,True
142,data/cube/23_Rotated/0_y_angle270.stl,data/cube/23_Rotated/12_y_angle270.stl,64,True
143,data/cube/23_Rotated/0_x_angle270.stl,data/cube/23_Rotated/12_x_angle270.stl,64,True
144,data/cube/23_Rotated/0_z_angle0.stl,data/cube/23_Rotated/13_z_angle0.stl,64,True
145,data/cube/23_Rotated/0_y_angle0.stl,data/cube/23_Rotated/13_y_angle0.stl,64,True
146,data/cube/23_Rotated/0_x_angle0.stl,data/cube/23_Rotated/13_x_angle0.stl,64,True
147,data/cube/23_Rotated/0_z_angle90.stl,data/cube/23_Rotated/13_z_angle90.stl,64,True
148,data/cube/23_Rotated/0_y_angle90.stl,data/cube/23_Rotated/13_y_angle90.stl,64,True
149,data/cube/23_Rotated/0_x_angle90.stl,data/cube/23_Rotated/13_x_angle90.stl,64,True
150,data/cube/23_Rotated/0_z_angle180.stl,data/cube/23_Rotated/13_z_angle180.stl,64,True
151,data/cube/23_Rotated/0_y_angle180.stl,data/cube/23_Rotated/13_y_angle180.stl,64,True
152,data/cube/23_Rotated/0_x_angle180.stl,data/cube/23_Rotated/13_x_angle180.stl,64,True
153,data/cube/23_Rotated/0_z_angle270.stl,data/cube/23_Rotated/13_z_angle270.stl,64,True
154,data/cube/23_Rotated/0_y_angle270.stl,data/cube/23_Rotated/13_y_angle270.stl,64,True
155,data/cube/23_Rotated/0_x_angle270.stl,data/cube/23_Rotated/13_x_angle270.stl,64,True
156,data/cube/23_Rotated/0_z_angle0.stl,data/cube/23_Rotated/14_z_angle0.stl,64,True
157,data/cube/23_Rotated/0_y_angle0.stl,data/cube/23_Rotated/14_y_angle0.stl,64,True
158,data/cube/23_Rotated/0_x_angle0.stl,data/cube/23_Rotated/14_x_angle0.stl,64,True
159,data/cube/23_Rotated/0_z_angle90.stl,data/cube/23_Rotated/14_z_angle90.stl,64,True
160,data/cube/23_Rotated/0_y_angle90.stl,data/cube/23_Rotated/14_y_angle90.stl,64,True
161,data/cube/23_Rotated/0_x_angle90.stl,data/cube/23_Rotated/14_x_angle90.stl,64,True
162,data/cube/23_Rotated/0_z_angle180.stl,data/cube/23_Rotated/14_z_angle180.stl,64,True
163,data/cube/23_Rotated/0_y_angle180.stl,data/cube/23_Rotated/14_y_angle180.stl,64,True
164,data/cube/23_Rotated/0_x_angle180.stl,data/cube/23_Rotated/14_x_angle180.stl,64,True
165,data/cube/23_Rotated/0_z_angle270.stl,data/cube/23_Rotated/14_z_angle270.stl,64,True
166,data/cube/23_Rotated/0_y_angle270.stl,data/cube/23_Rotated/14_y_angle270.stl,64,True
167,data/cube/23_Rotated/0_x_angle270.stl,data/cube/23_Rotated/14_x_angle270.stl,64,True
168,data/cube/23_Rotated/0_z_angle0.stl,data/cube/23_Rotated/15_z_angle0.stl,64,True
169,data/cube/23_Rotated/0_y_angle0.stl,data/cube/23_Rotated/15_y_angle0.stl,64,True
170,data/cube/23_Rotated/0_x_angle0.stl,data/cube/23_Rotated/15_x_angle0.stl,64,True
171,data/cube/23_Rotated/0_z_angle90.stl,data/cube/23_Rotated/15_z_angle90.stl,64,True
172,data/cube/23_Rotated/0_y_angle90.stl,data/cube/23_Rotated/15_y_angle90.stl,64,True
173,data/cube/23_Rotated/0_x_angle90.stl,data/cube/23_Rotated/15_x_angle90.stl,64,True
174,data/cube/23_Rotated/0_z_angle180.stl,data/cube/23_Rotated/15_z_angle180.stl,64,True
175,data/cube/23_Rotated/0_y_angle180.stl,data/cube/23_Rotated/15_y_angle180.stl,64,True
176,data/cube/23_Rotated/0_x_angle180.stl,data/cube/23_Rotated/15_x_angle180.stl,64,True
177,data/cube/23_Rotated/0_z_angle270.stl,data/cube/23_Rotated/15_z_angle270.stl,64,True
178,data/cube/23_Rotated/0_y_angle270.stl,data/cube/23_Rotated/15_y_angle270.stl,64,True
179,data/cube/23_Rotated/0_x_angle270.stl,data/cube/23_Rotated/15_x_angle270.stl,64,True
180,data/cube/23_Rotated/0_z_angle0.stl,data/cube/23_Rotated/16_z_angle0.stl,64,True
181,data/cube/23_Rotated/0_y_angle0.stl,data/cube/23_Rotated/16_y_angle0.stl,64,True
182,data/cube/23_Rotated/0_x_angle0.stl,data/cube/23_Rotated/16_x_angle0.stl,64,True
183,data/cube/23_Rotated/0_z_angle90.stl,data/cube/23_Rotated/16_z_angle90.stl,64,True
184,data/cube/23_Rotated/0_y_angle90.stl,data/cube/23_Rotated/16_y_angle90.stl,64,True
185,data/cube/23_Rotated/0_x_angle90.stl,data/cube/23_Rotated/16_x_angle90.stl,64,True
186,data/cube/23_Rotated/0_z_angle180.stl,data/cube/23_Rotated/16_z_angle180.stl,64,True
187,data/cube/23_Rotated/0_y_angle180.stl,data/cube/23_Rotated/16_y_angle180.stl,64,True
188,data/cube/23_Rotated/0_x_angle180.stl,data/cube/23_Rotated/16_x_angle180.stl,64,True
189,data/cube/23_Rotated/0_z_angle270.stl,data/cube/23_Rotated/16_z_angle270.stl,64,True
190,data/cube/23_Rotated/0_y_angle270.stl,data/cube/23_Rotated/16_y_angle270.stl,64,True
191,data/cube/23_Rotated/0_x_angle270.stl,data/cube/23_Rotated/16_x_angle270.stl,64,True
192,data/cube/23_Rotated/0_z_angle0.stl,data/cube/23_Rotated/17_z_angle0.stl,64,True
193,data/cube/23_Rotated/0_y_angle0.stl,data/cube/23_Rotated/17_y_angle0.stl,64,True
194,data/cube/23_Rotated/0_x_angle0.stl,data/cube/23_Rotated/17_x_angle0.stl,64,True
195,data/cube/23_Rotated/0_z_angle90.stl,data/cube/23_Rotated/17_z_angle90.stl,64,True
196,data/cube/23_Rotated/0_y_angle90.stl,data/cube/23_Rotated/17_y_angle90.stl,64,True
197,data/cube/23_Rotated/0_x_angle90.stl,data/cube/23_Rotated/17_x_angle90.stl,64,True
198,data/cube/23_Rotated/0_z_angle180.stl,data/cube/23_Rotated/17_z_angle180.stl,64,True
199,data/cube/23_Rotated/0_y_angle180.stl,data/cube/23_Rotated/17_y_angle180.stl,64,True
200,data/cube/23_Rotated/0_x_angle180.stl,data/cube/23_Rotated/17_x_angle180.stl,64,True
201,data/cube/23_Rotated/0_z_angle270.stl,data/cube/23_Rotated/17_z_angle270.stl,64,True
202,data/cube/23_Rotated/0_y_angle270.stl,data/cube/23_Rotated/17_y_angle270.stl,64,True
203,data/cube/23_Rotated/0_x_angle270.stl,data/cube/23_Rotated/17_x_angle270.stl,64,True
204,data/cube/23_Rotated/0_z_angle0.stl,data/cube/23_Rotated/18_z_angle0.stl,64,True
205,data/cube/23_Rotated/0_y_angle0.stl,data/cube/23_Rotated/18_y_angle0.stl,64,True
206,data/cube/23_Rotated/0_x_angle0.stl,data/cube/23_Rotated/18_x_angle0.stl,64,True
207,data/cube/23_Rotated/0_z_angle90.stl,data/cube/23_Rotated/18_z_angle90.stl,64,True
208,data/cube/23_Rotated/0_y_angle90.stl,data/cube/23_Rotated/18_y_angle90.stl,64,True
209,data/cube/23_Rotated/0_x_angle90.stl,data/cube/23_Rotated/18_x_angle90.stl,64,True
210,data/cube/23_Rotated/0_z_angle180.stl,data/cube/23_Rotated/18_z_angle180.stl,64,True
211,data/cube/23_Rotated/0_y_angle180.stl,data/cube/23_Rotated/18_y_angle180.stl,64,True
212,data/cube/23_Rotated/0_x_angle180.stl,data/cube/23_Rotated/18_x_angle180.stl,64,True
213,data/cube/23_Rotated/0_z_angle270.stl,data/cube/23_Rotated/18_z_angle270.stl,64,True
214,data/cube/23_Rotated/0_y_angle270.stl,data/cube/23_Rotated/18_y_angle270.stl,64,True
215,data/cube/23_Rotated/0_x_angle270.stl,data/cube/23_Rotated/18_x_angle270.stl,64,True
216,data/cube/23_Rotated/0_z_angle0.stl,data/cube/23_Rotated/19_z_angle0.stl,64,True
217,data/cube/23_Rotated/0_y_angle0.stl,data/cube/23_Rotated/19_y_angle0.stl,64,True
218,data/cube/23_Rotated/0_x_angle0.stl,data/cube/23_Rotated/19_x_angle0.stl,64,True
219,data/cube/23_Rotated/0_z_angle90.stl,data/cube/23_Rotated/19_z_angle90.stl,64,True
220,data/cube/23_Rotated/0_y_angle90.stl,data/cube/23_Rotated/19_y_angle90.stl,64,True
221,data/cube/23_Rotated/0_x_angle90.stl,data/cube/23_Rotated/19_x_angle90.stl,64,True
222,data/cube/23_Rotated/0_z_angle180.stl,data/cube/23_Rotated/19_z_angle180.stl,64,True
223,data/cube/23_Rotated/0_y_angle180.stl,data/cube/23_Rotated/19_y_angle180.stl,64,True
224,data/cube/23_Rotated/0_x_angle180.stl,data/cube/23_Rotated/19_x_angle180.stl,64,True
225,data/cube/23_Rotated/0_z_angle270.stl,data/cube/23_Rotated/19_z_angle270.stl,64,True
226,data/cube/23_Rotated/0_y_angle270.stl,data/cube/23_Rotated/19_y_angle270.stl,64,True
227,data/cube/23_Rotated/0_x_angle270.stl,data/cube/23_Rotated/19_x_angle270.stl,64,True
228,data/cube/23_Rotated/0_z_angle0.stl,data/cube/23_Rotated/20_z_angle0.stl,64,True
229,data/cube/23_Rotated/0_y_angle0.stl,data/cube/23_Rotated/20_y_angle0.stl,64,True
230,data/cube/23_Rotated/0_x_angle0.stl,data/cube/23_Rotated/20_x_angle0.stl,64,True
231,data/cube/23_Rotated/0_z_angle90.stl,data/cube/23_Rotated/20_z_angle90.stl,64,True
232,data/cube/23_Rotated/0_y_angle90.stl,data/cube/23_Rotated/20_y_angle90.stl,64,True
233,data/cube/23_Rotated/0_x_angle90.stl,data/cube/23_Rotated/20_x_angle90.stl,64,True
234,data/cube/23_Rotated/0_z_angle180.stl,data/cube/23_Rotated/20_z_angle180.stl,64,True
235,data/cube/23_Rotated/0_y_angle180.stl,data/cube/23_Rotated/20_y_angle180.stl,64,True
236,data/cube/23_Rotated/0_x_angle180.stl,data/cube/23_Rotated/20_x_angle180.stl,64,True
237,data/cube/23_Rotated/0_z_angle270.stl,data/cube/23_Rotated/20_z_angle270.stl,64,True
238,data/cube/23_Rotated/0_y_angle270.stl,data/cube/23_Rotated/20_y_angle270.stl,64,True
239,data/cube/23_Rotated/0_x_angle270.stl,data/cube/23_Rotated/20_x_angle270.stl,64,True
240,data/cube/23_Rotated/0_z_angle0.stl,data/cube/23_Rotated/21_z_angle0.stl,64,True
241,data/cube/23_Rotated/0_y_angle0.stl,data/cube/23_Rotated/21_y_angle0.stl,64,True
242,data/cube/23_Rotated/0_x_angle0.stl,data/cube/23_Rotated/21_x_angle0.stl,64,True
243,data/cube/23_Rotated/0_z_angle90.stl,data/cube/23_Rotated/21_z_angle90.stl,64,True
244,data/cube/23_Rotated/0_y_angle90.stl,data/cube/23_Rotated/21_y_angle90.stl,64,True
245,data/cube/23_Rotated/0_x_angle90.stl,data/cube/23_Rotated/21_x_angle90.stl,64,True
246,data/cube/23_Rotated/0_z_angle180.stl,data/cube/23_Rotated/21_z_angle180.stl,64,True
247,data/cube/23_Rotated/0_y_angle180.stl,data/cube/23_Rotated/21_y_angle180.stl,64,True
248,data/cube/23_Rotated/0_x_angle180.stl,data/cube/23_Rotated/21_x_angle180.stl,64,True
249,data/cube/23_Rotated/0_z_angle270.stl,data/cube/23_Rotated/21_z_angle270.stl,64,True
250,data/cube/23_Rotated/0_y_angle270.stl,data/cube/23_Rotated/21_y_angle270.stl,64,True
251,data/cube/23_Rotated/0_x_angle270.stl,data/cube/23_Rotated/21_x_angle270.stl,64,True
252,data/cube/23_Rotated/0_z_angle0.stl,data/cube/23_Rotated/22_z_angle0.stl,64,True
253,data/cube/23_Rotated/0_y_angle0.stl,data/cube/23_Rotated/22_y_angle0.stl,64,True
254,data/cube/23_Rotated/0_x_angle0.stl,data/cube/23_Rotated/22_x_angle0.stl,64,True
255,data/cube/23_Rotated/0_z_angle90.stl,data/cube/23_Rotated/22_z_angle90.stl,64,True
256,data/cube/23_Rotated/0_y_angle90.stl,data/cube/23_Rotated/22_y_angle90.stl,64,True
257,data/cube/23_Rotated/0_x_angle90.stl,data/cube/23_Rotated/22_x_angle90.stl,64,True
258,data/cube/23_Rotated/0_z_angle180.stl,data/cube/23_Rotated/22_z_angle180.stl,64,True
259,data/cube/23_Rotated/0_y_angle180.stl,data/cube/23_Rotated/22_y_angle180.stl,64,True
260,data/cube/23_Rotated/0_x_angle180.stl,data/cube/23_Rotated/22_x_angle180.stl,64,True
261,data/cube/23_Rotated/0_z_angle270.stl,data/cube/23_Rotated/22_z_angle270.stl,64,True
262,data/cube/23_Rotated/0_y_angle270.stl,data/cube/23_Rotated/22_y_angle270.stl,64,True
263,data/cube/23_Rotated/0_x_angle270.stl,data/cube/23_Rotated/22_x_angle270.stl,64,True
264,data/cube/23_Rotated/0_z_angle0.stl,data/cube/23_Rotated/23_z_angle0.stl,64,True
265,data/cube/23_Rotated/0_y_angle0.stl,data/cube/23_Rotated/23_y_angle0.stl,64,True
266,data/cube/23_Rotated/0_x_angle0.stl,data/cube/23_Rotated/23_x_angle0.stl,64,True
267,data/cube/23_Rotated/0_z_angle90.stl,data/cube/23_Rotated/23_z_angle90.stl,64,True
